ID	Label	Exact Match	Synonyms	Suggested parent term	Abbreviation	Definition	Textual Definition	Definition Source	See Also	Editor	Reviewer1	Reviewer2	Type	Parent	Close Match	Exact Match.1	Narrow Match	Related Match
pbpko:PBPKO_04077	volume of urinary tract												Class	'volume of compartment'				
pbpko:PBPKO_04078	volume of skin surface depot												Class	'volume of compartment'				
pbpko:PBPKO_04079	volume of cortical bone												Class	'volume of compartment'				
pbpko:PBPKO_04080	volume of trabecular bone												Class	'volume of compartment'				
pbpko:PBPKO_04081	volume of alveolar compartment												Class	'volume of compartment'				
pbpko:PBPKO_04082	fraction of serum												Class	'fraction of volume of compartment'				
pbpko:PBPKO_04083	fraction of adrenals												Class	'fraction of volume of compartment'				
pbpko:PBPKO_04084	fraction of breast												Class	'fraction of volume of compartment'				
pbpko:PBPKO_04085	fraction of thyroid												Class	'fraction of volume of compartment'				
pbpko:PBPKO_04086	fraction of intestinal lumen												Class	'fraction of volume of compartment'				
pbpko:PBPKO_04087	fraction of small intestinal lumen												Class	'fraction of volume of compartment'				
pbpko:PBPKO_04088	fraction of large intestinal lumen												Class	'fraction of volume of compartment'				
pbpko:PBPKO_04089	fraction of stomach lumen												Class	'fraction of volume of compartment'				
pbpko:PBPKO_04090	fraction of gut intestinal tract												Class	'fraction of volume of compartment'				
pbpko:PBPKO_04091	fraction of testis												Class	'fraction of volume of compartment'				
pbpko:PBPKO_04092	fraction of uterus												Class	'fraction of volume of compartment'				
pbpko:PBPKO_04093	fraction of skeleton												Class	'fraction of volume of compartment'				
pbpko:PBPKO_04094	fraction of hair												Class	'fraction of volume of compartment'				
pbpko:PBPKO_04095	fraction of amniotic fluid												Class	'fraction of volume of compartment'				
pbpko:PBPKO_04096	fraction of urinary tract												Class	'fraction of volume of compartment'				
pbpko:PBPKO_04097	fraction of cortical bone												Class	'fraction of volume of compartment'				
pbpko:PBPKO_04098	fraction of trabecular bone												Class	'fraction of volume of compartment'				
pbpko:PBPKO_04099	fraction of the skin surface depot												Class	'fraction of volume of compartment'				
pbpko:PBPKO_05001	molar volume		MV		MV	A physicochemical parameter representing the volume of one mole of a molecule.	A physicochemical parameter representing the volume of one mole of a molecule.			0000-0001-8893-1587	0000-0002-0280-0111		Class	'physicochemical parameter'				
pbpko:PBPKO_05002	Henry's law constant		Henry		Henry	A physicochemical parameter describing the volatily of a compound	A physicochemical parameter describing the volatily of a compound			0000-0001-8893-1587	0000-0002-0280-0111		Class	'physicochemical parameter'				
pbpko:PBPKO_05003	vapor pressure		VP		VP	A physicochemical parameter describing the vapor pressure of the compound	A physicochemical parameter describing the vapor pressure of the compound			0000-0003-1673-5725			Class	'physicochemical parameter'				
pbpko:PBPKO_06002	unbound venous concentration of compound in compartment									0000-0002-6705-835X			Class	'unbound concentration of compund in compartment'				
pbpko:PBPKO_06003	unbound concentration of compund in compartment									0000-0002-6705-835X			Class	'concentration of compound in compartment'				
pbpko:PBPKO_06004	amount in stomach		asto		asto	The amount of chemical in stomach compartment.	The amount of chemical in stomach compartment.			0000-0002-6705-835X			Class	'amount of compound in compartment'				
pbpko:PBPKO_06005	amount in small intestine		asi		asi	The amount of chemical in small intestine compartment	The amount of chemical in small intestine compartment			0000-0002-6705-835X			Class	'amount of compound in compartment'				
pbpko:PBPKO_06006	amount in jejunum		aj		aj	The amount of chemical in jejunum compartment.	The amount of chemical in jejunum compartment.			0000-0002-6705-835X			Class	'amount of compound in compartment'				
pbpko:PBPKO_06007	amount in ileum		ai		ai	The amount of chemical in ileum compartment.	The amount of chemical in ileum compartment.			0000-0002-6705-835X			Class	'amount of compound in compartment'				
pbpko:PBPKO_06008	amount in  large intestine		ali		ali	The amount of chemical in large intestine compartment.	The amount of chemical in large intestine compartment.			0000-0002-6705-835X			Class	'amount of compound in compartment'				
pbpko:PBPKO_06009	amount in lumen		alumen		alumen	The amount of chemical in lumen of the intestine.	The amount of chemical in lumen of the intestine.			0000-0002-6705-835X			Class	'amount of compound in compartment'				
pbpko:PBPKO_06010	amount in small intestine segment		asi_segment		asi_segment	The amount of chemical in segment of small intestine.	The amount of chemical in segment of small intestine.			0000-0002-6705-835X			Class	'amount of compound in compartment'				
pbpko:PBPKO_06011	amount in colon		acolon		acolon	The amount of chemical in colon compartment.	The amount of chemical in colon compartment.			0000-0002-6705-835X			Class	'amount of compound in compartment'				
pbpko:PBPKO_06012	amount in bile		abile		abile	The amount of chemical in bile.	The amount of chemical in bile.			0000-0002-6705-835X			Class	'amount of compound in compartment'				
pbpko:PBPKO_06013	amount in spleen		aspleen		aspleen	The amount of chemical in spleen compartment	The amount of chemical in spleen compartment			0000-0002-6705-835X			Class	'amount of compound in compartment'				
pbpko:PBPKO_06014	amount in duodenum		aduo		aduo	The amount of chemical in duodenum compartment.	The amount of chemical in duodenum compartment.			0000-0002-6705-835X			Class	'amount of compound in compartment'				
pbpko:PBPKO_06015	amount in intestinal tissue		ait		ait	The amount of chemical in intestinal tissue	The amount of chemical in intestinal tissue			0000-0002-6705-835X			Class	'amount of compound in compartment'				
pbpko:PBPKO_06016	amount in portal vein		apv		apv	The amount of chemical in portal vein.	The amount of chemical in portal vein.			0000-0002-6705-835X			Class	'amount of compound in compartment'				
pbpko:PBPKO_06017	unbound concentration in plasma		cplasma_unbound		cplasma_unbound	The unbound concentration of compound in the plasma compartment.	The unbound concentration of compound in the plasma compartment.			0000-0002-6705-835X			Class	'unbound concentration of compund in compartment'				
pbpko:PBPKO_06018	unbound venous liver concentration		cvliver_unbound		cvliver_unbound	The unbound venous concentration of compound in the liver compartment.	The unbound venous concentration of compound in the liver compartment.			0000-0002-6705-835X			Class	'unbound venous concentration of compound in compartment'				
pbpko:PBPKO_06019	unbound venous gut concentration		cvgut_unbound		cvgut_unbound	The unbound venous concentration of compound in the gut compartment.	The unbound venous concentration of compound in the gut compartment.			0000-0002-6705-835X			Class	'unbound venous concentration of compound in compartment'				
pbpko:PBPKO_06020	unbound venous brain concentration		cvbrain_unbound		cvbrain_unbound	The unbound venous concentration of compound in the brain compartment.	The unbound venous concentration of compound in the brain compartment.			0000-0002-6705-835X			Class	'unbound venous concentration of compound in compartment'				
pbpko:PBPKO_06021	unbound venous kidney concentration		cvkidney_unbound		cvkidney_unbound	The unbound venous concentration of compound in the kidney compartment.	The unbound venous concentration of compound in the kidney compartment.			0000-0002-6705-835X			Class	'unbound venous concentration of compound in compartment'				
pbpko:PBPKO_06022	unbound venous filtrate concentration		cvfiltrate_unbound		cvfiltrate_unbound	The unbound venous concentration of compound in the filtrate compartment.	The unbound venous concentration of compound in the filtrate compartment.			0000-0002-6705-835X			Class	'unbound venous concentration of compound in compartment'				
pbpko:PBPKO_06023	unbound venous lung concentration		cvlung_unbound		cvlung_unbound	The unbound venous concentration of compound in the lung compartment.	The unbound venous concentration of compound in the lung compartment.			0000-0002-6705-835X			Class	'unbound venous concentration of compound in compartment'				
pbpko:PBPKO_06024	unbound venous fat concentration		cvfat_unbound		cvfat_unbound	The unbound venous concentration of compound in the fat compartment.	The unbound venous concentration of compound in the fat compartment.			0000-0002-6705-835X			Class	'unbound venous concentration of compound in compartment'				
pbpko:PBPKO_06025	unbound venous bone marrow concentration		cvbm_unbound		cvbm_unbound	The unbound venous concentration of compound in the bone marrow compartment.	The unbound venous concentration of compound in the bone marrow compartment.			0000-0002-6705-835X			Class	'unbound venous concentration of compound in compartment'				
pbpko:PBPKO_06026	unbound venous skin concentration		cvksin_unbound		cvksin_unbound	The unbound venous concentration of compound in the skin compartment.	The unbound venous concentration of compound in the skin compartment.			0000-0002-6705-835X			Class	'unbound venous concentration of compound in compartment'				
pbpko:PBPKO_06027	unbound venous mammary gland concentration		cvmam_unbound		cvmam_unbound	The unbound venous concentration of compound in the mammary gland compartment.	The unbound venous concentration of compound in the mammary gland compartment.			0000-0002-6705-835X			Class	'unbound venous concentration of compound in compartment'				
pbpko:PBPKO_06028	unbound venous rest body concentration		cvrestbody_unbound		cvrestbody_unbound	The unbound venous concentration of compound in the rest body compartment.	The unbound venous concentration of compound in the rest body compartment.			0000-0002-6705-835X			Class	'unbound venous concentration of compound in compartment'				
pbpko:PBPKO_06029	total venous concentration of compound in compartment									0000-0002-6705-835X			Class	'concentration of compound in compartment'				
pbpko:PBPKO_06030	total venous liver concentration		cvliver		cvliver	The total venous concentration of compound in the liver compartment.	The total venous concentration of compound in the liver compartment.			0000-0002-6705-835X			Class	'total venous concentration of compound in compartment'				
pbpko:PBPKO_06031	total venous gut concentration		cvgut		cvgut	The total venous concentration of compound in the gut compartment.	The total venous concentration of compound in the gut compartment.			0000-0002-6705-835X			Class	'total venous concentration of compound in compartment'				
